id,points,total_points,event_transfers,points_on_bench,entry,event
197238,38,38,0,0,167712,1
590448,23,61,0,0,167712,2
1049193,48,109,0,0,167712,3
1507904,59,168,0,0,167712,4
2032151,55,223,0,0,167712,5
2556384,36,259,0,0,167712,6
3080643,60,319,0,0,167712,7
3604826,27,346,0,0,167712,8
4129031,42,388,0,0,167712,9
4652923,60,448,0,0,167712,10
5177106,24,472,0,0,167712,11
5694439,48,520,0,0,167712,12
6218552,22,542,0,0,167712,13
6742716,49,591,0,0,167712,14
7266886,46,637,0,0,167712,15
7856638,60,697,0,0,167712,16
8446305,46,743,0,0,167712,17
9035843,56,799,0,0,167712,18
9624059,40,839,0,0,167712,19
10211361,33,872,0,0,167712,20
10800675,34,906,0,0,167712,21
11389310,38,944,0,0,167712,22
11978848,49,993,0,0,167712,23
12568128,38,1031,0,0,167712,24
13156323,43,1074,0,0,167712,25
13745825,64,1138,0,0,167712,26
14286592,52,1190,0,0,167712,27
14876391,37,1227,0,0,167712,28
15466206,62,1289,0,0,167712,29
16056012,29,1318,0,0,167712,30
