id,points,total_points,event_transfers,points_on_bench,entry,event
119998,49,49,0,0,265403,1
513208,48,97,0,0,265403,2
971953,41,138,0,0,265403,3
1430698,21,159,0,0,265403,4
1889443,55,214,0,0,265403,5
2348188,41,255,0,0,265403,6
2806933,42,297,0,0,265403,7
3254066,31,328,0,0,265403,8
3712811,54,382,0,0,265403,9
4171556,46,428,0,0,265403,10
4630301,42,470,0,0,265403,11
5089046,34,504,0,0,265403,12
5547791,31,535,0,0,265403,13
6006536,46,581,0,0,265403,14
6465281,46,627,0,0,265403,15
6989561,56,683,0,0,265403,16
7513841,63,746,0,0,265403,17
8038121,24,770,0,0,265403,18
8562401,56,826,0,0,265403,19
9086681,0,826,0,0,265403,20
