id,points,total_points,event_transfers,points_on_bench,entry,event
197236,64,64,0,0,167709,1
590446,37,101,0,0,167709,2
1049191,54,155,0,0,167709,3
1507902,50,205,0,0,167709,4
2032149,39,244,0,0,167709,5
2556382,61,305,0,0,167709,6
3080641,35,340,0,0,167709,7
3604824,54,394,0,0,167709,8
4129029,38,432,0,0,167709,9
4652921,42,474,0,0,167709,10
5177104,48,522,0,0,167709,11
5694437,34,556,0,0,167709,12
6218550,43,599,0,0,167709,13
6742714,58,657,0,0,167709,14
7266884,58,715,0,0,167709,15
7856636,62,777,0,0,167709,16
8446303,67,844,0,0,167709,17
9035841,58,902,0,0,167709,18
9624057,25,927,0,0,167709,19
10211359,35,962,0,0,167709,20
10800673,51,1013,0,0,167709,21
11389308,36,1049,0,0,167709,22
11978846,39,1088,0,0,167709,23
12568126,48,1136,0,0,167709,24
13156321,41,1177,0,0,167709,25
13745823,32,1209,0,0,167709,26
14286590,39,1248,0,0,167709,27
14876389,36,1284,0,0,167709,28
15466204,56,1340,0,0,167709,29
16056010,54,1394,0,0,167709,30
